Bandwidth_GB_Year,MonthlyCharge,Age,Outage_sec_perweek,Income,Population,Churn,Techie,TechSupport,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Area_Rural,Area_Suburban,Area_Urban,Contract_Month-to-month,Contract_One year,Contract_Two Year
2391.497324,162.4713,19,14.06909,7332.51,1583,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1840.014467,177.65076,39,10.79846973,89061.45,2093,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2766.730566,200.1185,20,9.061046,18199.63,627,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6747.936863,200.1185,51,8.329768,25201.18,12,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6035.567594,172.4624,77,9.799426,52290.12,34794,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4724.945111,167.4564,84,9.158931,42034.08,15589,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1845.830672,149.977753,26,7.752382962,29353.41,8144,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4405.463106,137.4836,54,12.52708,81472.37,16545,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1321.204826,252.62403,57,13.32211645,40460.35,3543,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5633.460754,112.4551,37,10.02423,29952.37,14942,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5608.519136,237.6549,22,15.35408,10589.06,856,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6483.815487,129.9621,18,8.189755,38479.29,834,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4139.737424,220.1149,44,11.49427,31656.24,9899,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5604.547333,130.0064,51,9.984674,40225.9,330,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5678.090395,172.4871,81,10.37741,16415.89,155,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5983.810886,142.5156,68,10.9825,35053.31,678,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1132.054698,207.6386,35,10.94083,139474.8,21156,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
868.469474,114.950905,66,9.862233728,45427.24,1978,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5921.61952,124.9607,34,10.80098,15548.43,3248,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1943.112927,79.978861,76,2.746480274,61714.39,759,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
5694.946384,149.9483,42,10.64974,142119.3,22947,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5277.177679,192.4705,75,18.1762,17740.18,27044,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5335.120882,202.6362,39,13.19651,42914.32,25240,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6428.811386,184.9496,23,3.504693,70968.23,12895,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1430.966496,139.9861,73,11.09081,50161.62,427,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1379.566758,162.447,72,8.936454,43187.75,34191,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6589.069717,129.9621,42,13.06108,83543.98,13133,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1439.765003,235.1417,61,9.904595,9327.52,11118,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
336.3711095,164.9889,86,12.11645,40628.46,1001,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3055.521716,270.1604,46,8.345417,38869.47,2992,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1512.125761,222.65,52,8.048411,63089.7,14580,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1296.674543,160.00128,51,9.03738856,14364.65,315,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6232.28589,184.9963,50,13.27635,66604.21,841,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1495.341126,197.628838,21,12.03501573,19017.34,7222,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5786.794488,117.4392,52,10.6233,14947.95,10347,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2539.76136,225.145743,32,5.349482623,21486.46,797,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3907.786822,95.01949,62,14.30092,47626.87,3526,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
888.4950848,124.9781,23,9.742724,15240.37,6274,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
892.372841,200.1652,81,9.6523,2842.7,2840,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
5549.125491,137.4392,71,11.32763,52458.7,1351,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5433.040814,79.97886,38,10.05784,20626.02,3170,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1497.624239,129.9621,34,11.29955,18071.91,1630,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6010.445763,230.1051,43,9.223647,22205.18,469,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1571.238893,240.1149,57,15.04815,13929.56,1455,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1244.296865,220.161527,32,8.353693631,9515.64,5846,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5197.781383,117.472,39,14.22477,43029.53,357,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2554.531054,232.6228,22,8.367107,129473.6,2988,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4815.694058,129.9598,66,11.9505,30331.59,1345,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1108.077901,172.4705,58,7.353978,63348.18,13410,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
639.7154381,147.4713,27,11.913,23438.89,3374,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
936.2693881,162.4827,66,13.88216,29958.36,30141,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1777.783534,104.9643,20,5.663947,14937.87,931,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
764.3017535,95.019486,41,12.14893118,9302.3,7496,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1539.452153,129.959755,18,7.592089883,15782.0,2653,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
505.6979276,127.458638,30,7.104001873,100033.86,610,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5268.611353,157.4698,74,6.762471,12778.1,16246,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1279.70353,157.4836,83,14.61583,31299.73,16812,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6105.525987,210.127,57,11.96174,13948.49,1271,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1527.543295,124.9607,22,9.154931,56215.68,712,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5782.142746,162.447,49,9.740724,131647.5,3678,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
499.02956,159.9512,39,9.399095,32221.49,6366,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4951.211643,235.1884,49,8.239255,49708.08,8226,0,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
5377.07267,144.9607,38,4.606716,42380.25,10536,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5652.192603,182.497,67,2.478941,21294.02,393,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5179.837965,182.447,51,7.267685,64901.11,11400,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
807.0176026,104.9629,84,10.3891,7858.21,190,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5918.039284,104.9629,40,12.42505,13479.83,2352,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
6377.495823,159.9476,82,10.21293,66851.03,1325,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6468.116177,197.484,53,10.40664,36196.63,9909,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5296.605879,204.9634,56,13.61479,10408.71,587,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3575.871459,255.1198,70,13.7572,69183.29,263,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5487.953653,217.484,23,10.44139,53640.47,29,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5823.6249,162.4653,28,9.316164,18305.22,4841,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1328.747604,147.478341,27,6.056073185,6424.15,9663,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1515.545459,174.9581,47,14.23604,42200.98,3001,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4114.377391,102.4746,42,9.032609,83714.62,13601,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
4446.381359,159.9349,80,9.573925,9743.36,820,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4615.447586,147.4713,31,12.89898,42412.99,8116,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4171.400793,162.4713,84,14.18316,44529.77,7750,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1426.604038,129.9621,55,8.326264,68622.59,7093,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4007.110298,179.9476,73,6.963307,7780.59,1040,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5717.290302,174.9581,19,12.23706,55419.79,417,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4676.604059,137.4872,62,9.742158,5841.81,16665,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1401.299612,204.9634,33,8.316636,59346.15,1484,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2006.056116,107.4958,52,10.64343,82955.59,978,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2138.553831,142.452604,28,12.28145524,7619.18,4759,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6182.792584,197.484,57,11.89701,7163.05,16398,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5484.119427,172.4555,45,9.039072,60915.52,25710,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1663.694612,190.12704,88,10.35968528,6953.72,231,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2588.843484,147.456419,25,8.498824483,27669.39,92,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6057.265464,137.4686,68,8.338198,112837.8,16853,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4537.352503,192.4567,55,10.03353,117683.5,3219,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
831.986868,127.5112,30,13.4046,21200.76,1114,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1048.919831,129.948316,44,9.724391204,15944.32,7527,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
756.9340947,169.9378,27,10.5775,49071.14,22254,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5663.491757,132.466,43,4.522419,36615.8,504,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
772.3133729,127.474951,29,6.977990294,9514.35,1295,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6317.450344,142.4713,65,14.39644,53684.77,524,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1025.864383,229.993134,58,9.171665689,9336.88,302,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5978.10151,179.9476,68,11.78497,14339.8,686,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3158.141347,139.965,19,8.382585,26319.53,19593,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
822.774438,139.9816,20,7.737367,28790.92,22187,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
736.9303356,182.490006,22,13.24354261,21278.71,2144,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6199.518144,162.497,77,8.042615,10924.25,16690,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
760.1061976,172.462354,56,12.6218555,55160.57,799,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
673.2665835,204.961033,59,11.24744549,1668.97,160,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5161.84319,159.965,42,7.530198,67040.96,7117,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5649.03958,162.497,58,6.491881,69697.68,145,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5774.350984,139.9349,49,7.295501,13218.2,42614,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1262.417547,184.9963,22,5.84912,104867.5,56446,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5953.091281,162.5007,46,6.213658,26013.93,722,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
698.7845202,149.959755,61,10.67064745,32389.5,4250,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
577.9768805,144.9607,55,11.95533,35693.42,2491,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4442.819177,125.0073,65,11.01658,50199.18,121,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4517.31047,172.4579,36,4.440377,12746.57,1134,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2049.799984,162.4713,60,5.672909,28894.68,36681,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
993.5285482,127.4738,83,11.16641,52417.3,123,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5847.100806,144.9607,52,10.377,64756.4,1166,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
567.9194367,169.9378,87,13.6307,3168.14,39757,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1727.882293,147.442069,18,11.72310409,29822.31,547,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6036.630597,202.65,36,14.51013,51474.72,1543,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1432.224687,262.6106,39,7.798421,105033.0,2012,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5667.494149,179.9476,46,2.936454,22991.24,8542,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4565.513222,129.9598,72,8.951771,17974.85,3547,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6222.228467,114.9658,32,9.611471,12687.99,26146,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
5832.1205,175.1331,56,9.35689,23720.93,83,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4569.936966,182.447,80,11.79419,12473.92,689,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
767.0616095,139.965,48,6.931743,54174.87,611,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4516.882554,144.9607,32,7.225885,134443.3,2613,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
877.6347728,169.9741,82,8.367848,29556.6,5736,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
514.9287886,159.965,38,7.716619,66409.47,3150,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1385.020283,275.133571,31,0.5073749,64242.12,1812,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5893.164803,187.5139,89,6.181571,40648.31,784,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1094.028517,277.6513,50,15.54324,13226.92,17536,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5234.1788,232.6378,51,9.229967,33035.79,10184,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5811.165878,142.4713,58,7.143661,4174.13,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1428.608241,197.494455,79,10.87571686,33297.61,15260,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3866.102336,174.9919,58,7.757951,4660.45,2087,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1386.523823,232.62403,71,8.501483623,5902.12,5981,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5868.506672,164.9647,21,7.405549,21326.64,29490,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1634.207671,182.4833,81,7.873264,35820.71,1584,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2025.467869,197.4725,87,9.578665,9302.37,33240,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6101.654993,159.9349,35,6.814054,121444.9,4584,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1454.923517,172.47417,49,12.96180339,4812.74,16299,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1178.564131,172.470522,37,9.713763237,14638.17,2705,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
976.9718156,117.487242,43,7.636999105,30118.57,408,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
664.5638593,182.4538,37,6.421434,7588.08,33014,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5831.95427,117.5015,85,6.075357,25034.34,867,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
4318.755591,162.4653,71,7.605146,94076.08,160,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5579.15458,164.9715,23,8.21878,12587.71,1629,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1312.896111,162.497044,27,7.728340502,47114.13,118,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6707.388345,187.6094,89,10.58203,87968.71,1597,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
