Tenure,Bandwidth_GB_Year,MonthlyCharge,Age,Outage_sec_perweek,Income,Population,Churn,Techie,TechSupport,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Area_Rural,Area_Suburban,Area_Urban,Contract_Month-to-month,Contract_One year,Contract_Two Year
5.770390256,870.76398,162.511928,75,13.74777955,28520.32,9434,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.157658837,774.2937069,92.455141,77,9.767668044,12558.83,29568,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
10.40566091,1506.446527,222.649979,47,15.8626095,8762.23,3089,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.392421597,419.0508708,139.981577,70,14.73616645,43882.72,5652,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.430386349,1259.415493,200.132293,20,13.43558029,10482.52,1716,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.425864884,1745.125956,257.651257,69,10.61771118,33442.79,52484,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.08287797,1795.465729,230.105118,45,6.613070806,43383.54,11268,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.586184954,492.4771472,147.489301,40,4.450171647,21793.88,1765,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
4.727388465,1013.993166,230.105118,82,8.774646693,51960.51,680,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20.89923386,2680.762173,174.958118,74,11.13156721,25942.1,136,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3.471329958,1081.814362,267.664655,69,5.540788887,11211.59,1517,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.478588204,1209.961168,162.483267,52,13.80362698,8283.29,14103,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3.312991809,897.5919144,229.993134,26,16.31017089,10114.81,6394,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7.161561527,1340.930156,140.00128,25,9.447065309,36229.21,5059,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9.847563364,1113.993679,184.964681,66,16.84100845,25397.44,20450,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.04202196,1530.10769,147.473844,72,7.972937227,50336.5,2123,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.179779682,1310.137419,172.457857,21,11.42906608,38211.37,1164,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3.002844144,892.8964931,107.481989,55,8.06137096,52887.26,23,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3.924254455,1125.581944,255.141716,41,12.54780492,12003.33,895,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18.55959629,2016.710031,192.456745,32,8.255565152,24090.62,6699,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.798394712,1412.736809,242.632554,22,13.156514,15137.93,35743,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10.377366,1710.689671,245.174977,44,10.58349704,54458.38,320,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
22.25746016,2384.885909,184.964681,23,12.50184778,132116.33,7870,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9.427146079,1213.940165,195.006206,43,9.750038902,37358.13,861,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7.760290062,740.010722,104.962874,86,7.868660851,26534.16,15364,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
11.56938439,897.9716153,92.488023,84,12.43563329,76430.83,2589,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3.343811019,1026.387172,184.979684,62,8.957166926,4662.37,4901,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7.338869531,1234.244324,187.656013,68,8.015021713,43820.85,39649,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5.486534225,727.3731845,149.962093,59,4.210347704,38391.55,456,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.55278221,452.8721504,169.944668,31,11.13960534,44137.6,94,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
12.07970325,1296.674543,160.00128,51,9.03738856,14364.65,315,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13.98666226,1840.628269,129.962093,58,10.91594785,62359.91,4969,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9.563362997,1324.330108,114.950905,73,8.387624096,82634.86,46869,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6.732948946,958.1397059,142.515576,33,11.4487514,15690.25,58431,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
15.72071086,1868.864027,220.14775,58,10.22013704,14568.7,26182,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7.233605493,676.712908,124.97808,49,8.425458142,29207.46,694,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2.871017037,1086.990308,164.964681,26,8.386280619,55319.23,3093,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.344875382,704.7540406,194.976769,25,9.565924291,81831.49,2765,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7.960490246,1416.444695,152.455519,42,10.79349982,100076.65,3757,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12.25062113,1095.950634,92.5018,81,6.081975067,69965.65,4938,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
9.634946079,1083.610268,127.488728,43,13.55065547,34883.69,3761,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7.916533093,1570.641337,184.963371,63,9.470419821,45634.2,1851,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.471254161,1007.425553,265.146969,70,6.194985909,10964.73,38476,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
10.79028074,1323.028419,207.609354,78,10.80393657,22365.28,13547,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12.24190682,1808.730555,152.462354,48,7.903964267,52636.6,7801,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2.203859443,1120.241472,200.132293,63,11.27443693,19048.13,17823,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
23.92132231,2676.789803,212.655686,60,6.129509309,42784.82,20269,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3.7311787,1268.086909,255.119794,87,7.969277912,77996.88,30225,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7.980015371,822.6771666,134.950905,54,4.368120492,47507.3,5760,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.190009376,1577.915603,255.137219,35,6.258356398,7724.73,61,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2.378630018,648.7471776,214.966286,70,12.92303286,1509.52,34359,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5.43464555,1648.102673,270.160419,67,12.43301273,81124.71,24693,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.092361222,768.0874545,200.165175,46,7.607663559,11795.57,4235,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
20.13981517,2426.030626,149.937833,50,7.442789019,74794.84,2193,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
24.64873861,2660.503932,240.114868,24,13.04429298,19038.78,273,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9.677739656,1129.549713,127.495766,20,14.89762162,79167.77,14557,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9.82814183,1771.286466,187.609354,29,13.79387475,37428.26,17653,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7.832238337,943.3391244,169.992756,31,15.66367593,45148.38,285,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19.45250317,1907.226083,192.456745,72,8.513410306,74855.47,320,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14.34766616,1885.939118,120.004928,71,8.265002035,45323.86,2863,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2.257358355,631.7435653,195.006206,32,8.6026551,71596.14,1206,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.358129018,562.6095219,139.95684,33,6.03993035,10389.95,35279,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.650578623,593.8572264,114.983787,67,14.6040829,19657.14,1049,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3.721772616,777.3060718,207.638588,66,7.274007029,27827.03,32203,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3.76663012,1393.202392,187.609354,21,8.913898759,15609.05,25576,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4.151256695,393.6524652,134.950905,61,11.59313893,19815.63,319,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.188918771,409.7486664,192.470522,75,8.294186076,58482.9,55519,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13.85488928,2138.107161,222.628057,63,15.19664016,41656.53,15210,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3.273341151,443.984031,162.468917,68,5.083995994,115510.46,3499,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.75096265,2481.385603,159.979358,32,6.942719201,15841.19,14479,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18.38404445,2233.567181,184.979684,76,9.834012571,81127.41,4654,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.672610857,1158.91369,245.145743,29,11.0596826,24270.88,26320,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6.796299371,529.40733,124.97808,83,8.834079073,54466.33,35,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12.97632235,1956.7337,187.484705,23,5.271228601,64816.84,521,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
20.31163945,2056.386979,162.500692,80,9.394961367,103311.26,17600,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6.998814446,1067.373076,182.467607,20,14.4754365,40211.04,3324,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14.46288204,1806.135733,222.660939,69,10.68311773,58077.38,55122,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
11.13472066,1397.701335,182.467607,32,13.79409442,43466.35,4038,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.542296644,808.4305471,220.161527,53,12.40165307,23289.77,31927,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
17.22596021,1886.531937,169.937833,25,10.24782033,49158.49,19904,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22.79214163,2294.781131,204.963371,69,14.86100819,3805.84,13000,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3.823689744,826.3438621,204.963371,71,6.716953195,52616.27,1444,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10.77094687,2072.564168,245.128318,53,8.124258176,30550.42,2158,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13.08671185,1436.793746,172.473314,56,14.60903837,12154.01,1800,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14.76468813,1963.332683,172.456745,42,12.65015936,30649.31,30,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9.473091121,1324.164906,194.976769,33,12.0281501,31417.33,3682,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5.197446331,704.9375603,137.439154,47,15.68043093,55861.19,41733,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6.577552683,888.6517305,192.470522,48,11.30421466,9044.26,630,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.174571918,377.0810282,159.951231,63,10.26646787,25381.66,15383,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
17.88002366,1606.489936,112.455141,40,7.56618217,65064.31,257,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13.12190056,1431.409396,174.961766,67,10.40677369,12527.51,1012,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
23.34617699,2253.85247,162.452604,56,7.146124361,35499.06,20327,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6.311709178,1353.29384,137.483594,24,9.807530479,26282.4,69,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
12.58298231,1701.457566,275.133571,79,10.61217014,51237.28,1130,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.120096363,1290.737183,127.442069,61,5.785085772,64222.21,4210,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9.344886869,1403.270091,210.138,38,9.062879297,11014.98,155,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22.37815032,2603.903672,147.456419,28,16.54443477,21172.49,37711,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4.799514433,1256.287854,242.657291,44,4.539566699,26130.78,1800,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
10.04672315,980.9935923,114.983787,65,7.251198724,36478.21,8028,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8.156552837,1347.869205,187.656013,35,8.943293567,54533.63,31859,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
7.992791229,1127.267848,149.991327,31,12.57884215,37103.18,16101,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7.231032028,1269.836202,124.960655,34,11.64836306,74679.84,20449,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.627672042,1038.745378,220.161527,68,6.076260652,95028.57,161,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
10.05306287,1531.155367,172.48852,62,11.75681641,34281.1,29210,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.171044392,991.2441024,120.004928,52,9.173739977,36240.81,821,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.568682641,1244.296865,220.161527,32,8.353693631,9515.64,5846,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6.085030507,1162.332926,139.965008,47,10.74539526,125814.88,4476,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.730250735,577.1157824,159.951231,66,11.36323648,12995.68,5529,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8.574901206,1442.974877,184.949594,70,2.310584634,77531.43,25328,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9.743201772,1577.208717,252.637807,41,5.290318715,87354.99,3736,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9.482919033,886.9398744,112.455141,59,5.258274954,76567.85,610,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8.447988841,1065.06443,179.979358,46,7.157580014,30663.52,34,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6.365998533,951.886985,202.443347,70,2.120350511,122957.19,3199,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7.251397592,1404.435534,197.472533,89,4.978546291,31600.92,1135,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
14.64011644,1925.911722,255.155493,75,6.547676875,74638.78,1750,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11.71637124,1805.011298,174.976769,26,7.410590719,32652.3,1076,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4.13273503,700.7343179,169.992756,25,11.39765385,63650.54,1692,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.887429547,513.237305,192.440432,84,11.29945603,28622.6,43123,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3.303030246,717.3876564,182.460772,69,11.30748265,50252.79,2396,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5.15825129,1313.492851,139.965008,31,10.31551212,19800.81,12914,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3.237560234,819.4195269,137.461553,76,13.71555406,35954.77,15171,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2.733109234,882.1160656,217.472533,75,15.40917963,36342.31,5157,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3.180102025,724.7803356,210.138,74,11.9664542,48715.53,828,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
15.85983755,1829.270014,104.964303,49,10.18046877,23204.98,98,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.73724209,1668.199119,262.610632,47,14.01485542,35302.52,15671,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7.006240694,1124.353152,152.488401,20,14.62784306,54895.16,2229,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5.562130367,1316.239744,174.974431,26,10.90517581,60398.06,4982,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14.53027663,1637.201426,220.118516,72,8.894475174,8115.88,18575,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.905906389,951.8524406,162.452604,41,10.50187888,33858.66,15715,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3.260462654,1248.097652,184.961033,26,12.34250072,29950.47,6252,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
18.91276578,2220.255405,217.483972,55,10.29380879,49421.69,3834,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
14.25617986,1669.202417,220.118516,46,8.512650562,11061.05,19556,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.983887266,990.0555076,187.642236,87,7.82671592,15388.32,47732,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5.969967132,967.9819136,174.961766,39,6.985590245,20624.31,86926,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19.95277818,2190.259876,252.637807,81,11.40449185,47877.81,69,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14.85781115,1445.752781,130.024412,83,10.44249511,46154.17,15033,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.600063739,528.6553088,162.482694,50,15.38627887,107111.8,2673,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11.92299244,1296.481055,182.467607,87,10.68024546,10403.59,1879,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5.972864167,1195.393037,139.934918,76,10.62439366,22412.6,358,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10.87555535,1700.121992,200.165175,25,10.91642397,19476.27,32653,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
16.00330155,2120.673828,202.682861,34,8.580626195,96382.76,10398,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
12.63074989,1238.421347,159.951231,46,8.996933306,28022.56,2081,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.4944392,847.110799,149.948316,73,7.602570192,35478.4,3410,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8.044444101,1112.937102,149.959755,57,9.217689334,10155.51,377,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12.07358377,1623.045026,137.469817,58,9.591529444,87537.25,1917,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10.21634248,1479.730181,187.656013,70,13.36027908,34112.1,2482,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.50354683,2144.735024,164.985293,53,4.372034777,32653.51,902,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13.88004531,1522.289512,159.965008,31,10.59285179,35321.46,43714,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
19.48900163,1974.780054,172.462354,38,12.81260566,49277.48,3066,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10.01771765,1261.177198,204.949594,26,3.767298987,37297.82,13365,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7.34059599,939.7181324,147.473844,44,17.56798903,14928.96,207,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12.64742067,1357.062854,162.471255,66,11.2369761,24702.68,689,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8.850426839,1456.887443,119.95684,58,8.54892416,87535.71,99,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3.701557118,937.5863866,207.609354,51,6.094109902,63166.87,509,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.976033785,830.1193011,194.999168,34,13.9077275,11856.81,933,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
5.522376826,737.8564608,174.975543,87,7.905333122,27326.79,4991,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15.64596698,1781.854862,240.114868,67,12.53830949,12779.23,1579,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23.00764441,2464.577489,240.114868,59,12.8219418,25519.91,19669,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17.24924155,2392.203409,139.983006,23,8.941553742,46871.21,530,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
