Tenure,Bandwidth_GB_Year,MonthlyCharge,Outage_sec_perweek,Income,Population
7.760290062,740.010722,104.962874,7.868660851,26534.16,15364
11.56938439,897.9716153,92.488023,12.43563329,76430.83,2589
3.343811019,1026.387172,184.979684,8.957166926,4662.37,4901
7.338869531,1234.244324,187.656013,8.015021713,43820.85,39649
5.486534225,727.3731845,149.962093,4.210347704,38391.55,456
1.55278221,452.8721504,169.944668,11.13960534,44137.6,94
12.07970325,1296.674543,160.00128,9.03738856,14364.65,315
13.98666226,1840.628269,129.962093,10.91594785,62359.91,4969
9.563362997,1324.330108,114.950905,8.387624096,82634.86,46869
6.732948946,958.1397059,142.515576,11.4487514,15690.25,58431
15.72071086,1868.864027,220.14775,10.22013704,14568.7,26182
7.233605493,676.712908,124.97808,8.425458142,29207.46,694
2.871017037,1086.990308,164.964681,8.386280619,55319.23,3093
2.344875382,704.7540406,194.976769,9.565924291,81831.49,2765
7.960490246,1416.444695,152.455519,10.79349982,100076.65,3757
12.25062113,1095.950634,92.5018,6.081975067,69965.65,4938
9.634946079,1083.610268,127.488728,13.55065547,34883.69,3761
7.916533093,1570.641337,184.963371,9.470419821,45634.2,1851
4.471254161,1007.425553,265.146969,6.194985909,10964.73,38476
10.79028074,1323.028419,207.609354,10.80393657,22365.28,13547
12.24190682,1808.730555,152.462354,7.903964267,52636.6,7801
2.203859443,1120.241472,200.132293,11.27443693,19048.13,17823
23.92132231,2676.789803,212.655686,6.129509309,42784.82,20269
3.7311787,1268.086909,255.119794,7.969277912,77996.88,30225
7.980015371,822.6771666,134.950905,4.368120492,47507.3,5760
9.190009376,1577.915603,255.137219,6.258356398,7724.73,61
2.378630018,648.7471776,214.966286,12.92303286,1509.52,34359
5.43464555,1648.102673,270.160419,12.43301273,81124.71,24693
1.092361222,768.0874545,200.165175,7.607663559,11795.57,4235
20.13981517,2426.030626,149.937833,7.442789019,74794.84,2193
24.64873861,2660.503932,240.114868,13.04429298,19038.78,273
9.677739656,1129.549713,127.495766,14.89762162,79167.77,14557
9.82814183,1771.286466,187.609354,13.79387475,37428.26,17653
7.832238337,943.3391244,169.992756,15.66367593,45148.38,285
19.45250317,1907.226083,192.456745,8.513410306,74855.47,320
14.34766616,1885.939118,120.004928,8.265002035,45323.86,2863
2.257358355,631.7435653,195.006206,8.6026551,71596.14,1206
2.358129018,562.6095219,139.95684,6.03993035,10389.95,35279
4.650578623,593.8572264,114.983787,14.6040829,19657.14,1049
3.721772616,777.3060718,207.638588,7.274007029,27827.03,32203
3.76663012,1393.202392,187.609354,8.913898759,15609.05,25576
4.151256695,393.6524652,134.950905,11.59313893,19815.63,319
2.188918771,409.7486664,192.470522,8.294186076,58482.9,55519
13.85488928,2138.107161,222.628057,15.19664016,41656.53,15210
3.273341151,443.984031,162.468917,5.083995994,115510.46,3499
19.75096265,2481.385603,159.979358,6.942719201,15841.19,14479
18.38404445,2233.567181,184.979684,9.834012571,81127.41,4654
4.672610857,1158.91369,245.145743,11.0596826,24270.88,26320
6.796299371,529.40733,124.97808,8.834079073,54466.33,35
12.97632235,1956.7337,187.484705,5.271228601,64816.84,521
20.31163945,2056.386979,162.500692,9.394961367,103311.26,17600
6.998814446,1067.373076,182.467607,14.4754365,40211.04,3324
14.46288204,1806.135733,222.660939,10.68311773,58077.38,55122
11.13472066,1397.701335,182.467607,13.79409442,43466.35,4038
2.542296644,808.4305471,220.161527,12.40165307,23289.77,31927
17.22596021,1886.531937,169.937833,10.24782033,49158.49,19904
22.79214163,2294.781131,204.963371,14.86100819,3805.84,13000
3.823689744,826.3438621,204.963371,6.716953195,52616.27,1444
10.77094687,2072.564168,245.128318,8.124258176,30550.42,2158
13.08671185,1436.793746,172.473314,14.60903837,12154.01,1800
14.76468813,1963.332683,172.456745,12.65015936,30649.31,30
9.473091121,1324.164906,194.976769,12.0281501,31417.33,3682
5.197446331,704.9375603,137.439154,15.68043093,55861.19,41733
6.577552683,888.6517305,192.470522,11.30421466,9044.26,630
3.174571918,377.0810282,159.951231,10.26646787,25381.66,15383
17.88002366,1606.489936,112.455141,7.56618217,65064.31,257
13.12190056,1431.409396,174.961766,10.40677369,12527.51,1012
23.34617699,2253.85247,162.452604,7.146124361,35499.06,20327
6.311709178,1353.29384,137.483594,9.807530479,26282.4,69
12.58298231,1701.457566,275.133571,10.61217014,51237.28,1130
7.120096363,1290.737183,127.442069,5.785085772,64222.21,4210
9.344886869,1403.270091,210.138,9.062879297,11014.98,155
22.37815032,2603.903672,147.456419,16.54443477,21172.49,37711
4.799514433,1256.287854,242.657291,4.539566699,26130.78,1800
10.04672315,980.9935923,114.983787,7.251198724,36478.21,8028
8.156552837,1347.869205,187.656013,8.943293567,54533.63,31859
7.992791229,1127.267848,149.991327,12.57884215,37103.18,16101
7.231032028,1269.836202,124.960655,11.64836306,74679.84,20449
4.627672042,1038.745378,220.161527,6.076260652,95028.57,161
10.05306287,1531.155367,172.48852,11.75681641,34281.1,29210
4.171044392,991.2441024,120.004928,9.173739977,36240.81,821
4.568682641,1244.296865,220.161527,8.353693631,9515.64,5846
6.085030507,1162.332926,139.965008,10.74539526,125814.88,4476
2.730250735,577.1157824,159.951231,11.36323648,12995.68,5529
8.574901206,1442.974877,184.949594,2.310584634,77531.43,25328
9.743201772,1577.208717,252.637807,5.290318715,87354.99,3736
9.482919033,886.9398744,112.455141,5.258274954,76567.85,610
8.447988841,1065.06443,179.979358,7.157580014,30663.52,34
6.365998533,951.886985,202.443347,2.120350511,122957.19,3199
7.251397592,1404.435534,197.472533,4.978546291,31600.92,1135
14.64011644,1925.911722,255.155493,6.547676875,74638.78,1750
11.71637124,1805.011298,174.976769,7.410590719,32652.3,1076
4.13273503,700.7343179,169.992756,11.39765385,63650.54,1692
2.887429547,513.237305,192.440432,11.29945603,28622.6,43123
3.303030246,717.3876564,182.460772,11.30748265,50252.79,2396
5.15825129,1313.492851,139.965008,10.31551212,19800.81,12914
3.237560234,819.4195269,137.461553,13.71555406,35954.77,15171
2.733109234,882.1160656,217.472533,15.40917963,36342.31,5157
3.180102025,724.7803356,210.138,11.9664542,48715.53,828
15.85983755,1829.270014,104.964303,10.18046877,23204.98,98
11.73724209,1668.199119,262.610632,14.01485542,35302.52,15671
7.006240694,1124.353152,152.488401,14.62784306,54895.16,2229
5.562130367,1316.239744,174.974431,10.90517581,60398.06,4982
14.53027663,1637.201426,220.118516,8.894475174,8115.88,18575
5.905906389,951.8524406,162.452604,10.50187888,33858.66,15715
3.260462654,1248.097652,184.961033,12.34250072,29950.47,6252
18.91276578,2220.255405,217.483972,10.29380879,49421.69,3834
14.25617986,1669.202417,220.118516,8.512650562,11061.05,19556
7.983887266,990.0555076,187.642236,7.82671592,15388.32,47732
5.969967132,967.9819136,174.961766,6.985590245,20624.31,86926
19.95277818,2190.259876,252.637807,11.40449185,47877.81,69
14.85781115,1445.752781,130.024412,10.44249511,46154.17,15033
2.600063739,528.6553088,162.482694,15.38627887,107111.8,2673
11.92299244,1296.481055,182.467607,10.68024546,10403.59,1879
5.972864167,1195.393037,139.934918,10.62439366,22412.6,358
10.87555535,1700.121992,200.165175,10.91642397,19476.27,32653
16.00330155,2120.673828,202.682861,8.580626195,96382.76,10398
12.63074989,1238.421347,159.951231,8.996933306,28022.56,2081
8.4944392,847.110799,149.948316,7.602570192,35478.4,3410
8.044444101,1112.937102,149.959755,9.217689334,10155.51,377
12.07358377,1623.045026,137.469817,9.591529444,87537.25,1917
10.21634248,1479.730181,187.656013,13.36027908,34112.1,2482
15.50354683,2144.735024,164.985293,4.372034777,32653.51,902
13.88004531,1522.289512,159.965008,10.59285179,35321.46,43714
19.48900163,1974.780054,172.462354,12.81260566,49277.48,3066
10.01771765,1261.177198,204.949594,3.767298987,37297.82,13365
7.34059599,939.7181324,147.473844,17.56798903,14928.96,207
12.64742067,1357.062854,162.471255,11.2369761,24702.68,689
8.850426839,1456.887443,119.95684,8.54892416,87535.71,99
3.701557118,937.5863866,207.609354,6.094109902,63166.87,509
2.976033785,830.1193011,194.999168,13.9077275,11856.81,933
5.522376826,737.8564608,174.975543,7.905333122,27326.79,4991
15.64596698,1781.854862,240.114868,12.53830949,12779.23,1579
23.00764441,2464.577489,240.114868,12.8219418,25519.91,19669
17.24924155,2392.203409,139.983006,8.941553742,46871.21,530
13.01107597,1664.19271,240.114868,10.51043963,77383.72,1469
5.104082209,1433.616898,209.993134,11.86384439,47395.3,324
3.521499924,823.4933243,147.456419,10.76051016,90977.74,10482
8.08137067,1468.357421,107.495766,11.05420024,135727.71,3151
1.875430489,590.7765801,152.502178,8.174495258,47726.25,1919
5.587484456,418.6206885,79.978861,10.05388383,51721.64,241
7.007695148,1181.991846,142.482694,7.045552801,41531.03,673
1.408375942,733.4036934,117.439154,8.957297136,33504.8,2649
11.64983735,1719.173387,220.132293,15.74015572,34197.3,1655
2.964559883,1205.956363,152.455519,13.41209586,11518.58,1598
10.25635754,1261.032763,174.961766,14.89835355,31065.17,6658
3.892407013,741.7766988,202.443347,13.62135046,32097.17,823
3.226996711,932.6084359,210.12704,14.95912113,23424.88,13287
15.87685513,1708.614019,139.979239,11.741245,35988.24,2394
5.874064017,1363.58603,139.965008,7.765121655,35539.7,9295
3.756359276,472.1057019,137.439154,7.130431693,27959.34,315
2.905283283,558.2340556,102.474625,8.359515606,52232.97,2998
1.474810061,815.194738,252.637807,9.42799205,18198.59,178
18.56165869,2007.303617,194.999168,10.95510131,16851.94,1423
12.39088509,2088.48083,242.610632,10.8621377,16440.05,1935
14.17192333,1430.761492,127.458638,7.352533505,44223.58,90517
3.86023041,822.3008694,129.976324,11.38860234,33343.73,239
17.72593456,2059.200998,240.114868,9.580144161,30664.56,1003
3.043063167,617.542543,174.975543,10.79191234,31934.04,2817
5.827112819,758.4775985,169.944668,9.982341124,26676.4,884
4.648958177,894.6733856,162.511928,6.511921085,67211.95,11245
11.96274778,1639.898269,119.95684,10.70500472,31136.77,19215
4.525864256,710.7541633,137.439154,11.58410296,40660.84,2733
8.038308899,1092.226042,207.46728,8.01651453,10606.59,1204
1.416592892,757.0097075,149.974105,15.12148226,92447.71,62430
19.83504645,2301.850721,225.178625,12.63643487,13612.16,1028
15.85002222,2401.406545,232.637807,16.68178185,13765.39,28666
15.94935291,1535.788894,117.472036,11.08409914,53019.98,44451
11.94550648,1536.589816,137.469817,12.99948061,42523.02,266
16.03360405,2153.778421,220.132293,11.17949466,52143.7,33649
21.29342532,2409.195918,124.960655,7.369412654,19097.94,1994
4.95598008,1342.862457,199.990219,9.84688181,11301.4,1869
2.73951266,1046.054674,159.947583,18.19542503,17814.0,27590
4.973046104,1204.479468,245.145743,13.53989069,22533.05,21792
10.28430068,1616.908193,255.155493,5.458806701,19974.4,8770
2.581692044,345.0099528,134.950905,12.0772854,45146.99,3378
6.945736396,1427.088655,159.947583,6.918984305,10330.1,1748
9.999416271,1452.334634,139.987503,14.84155042,15281.28,1598
6.035737465,795.4957358,179.947583,12.66717474,11217.96,4335
9.004964377,1333.894229,127.473844,11.43786808,17516.0,2299
5.071456681,1402.20491,232.637807,6.915228797,20566.64,12275
12.02106494,1447.196935,195.006206,11.30215199,36128.68,1065
5.049303717,1662.510936,267.642733,9.513085538,52129.84,24438
18.17247008,1707.641161,149.959755,9.497106973,25985.06,47974
15.31997698,2181.752793,220.114868,12.21852573,10909.79,788
16.0708543,1575.683555,157.483594,8.272244827,41151.14,16882
7.873371451,1029.489242,127.474951,10.24857935,64063.23,165
23.62866494,2370.184448,139.981577,6.743431946,20414.07,109
25.8634566,3309.919373,255.133571,12.4703522,41412.1,11116
9.405224809,1623.273925,194.966286,7.913676085,99195.08,1083
12.84490034,1146.199921,179.965581,9.362849722,18408.94,15604
16.59325254,2229.268031,174.976769,17.41324465,15930.45,37
20.35456039,2512.36494,187.609354,13.43700846,25611.29,57344
12.00925702,1297.388488,169.937833,11.95206054,9428.86,39035
2.861423443,283.39178,115.002061,4.550449856,3810.16,27698
14.20349453,1947.7853,152.462354,6.09060584,118022.06,13
4.98152586,849.1972541,207.609354,10.2863601,51992.79,3639
23.12150846,2131.359827,147.503078,11.17709222,79993.43,2950
6.307178205,1464.035068,200.118516,14.12145884,37706.85,15041
12.73622643,1381.538548,137.497825,7.799780591,22466.53,5188
12.00466914,1248.626874,134.980139,7.122072827,16608.27,1317
2.243757398,558.3751762,147.442069,9.329902365,25146.14,4755
1.583394702,676.2178659,197.494455,7.509389052,58882.35,3658
14.23487852,1641.938696,162.529926,15.06990851,31809.46,30733
15.28108311,1811.964373,210.151777,9.321265424,27235.54,2431
4.135827839,1066.632555,159.965581,3.564651961,70476.82,529
9.740709475,1514.131966,190.173699,7.779622319,49396.09,346
1.213704886,1189.549671,202.649979,10.74985413,35060.94,110
11.86252419,1114.020282,134.950905,7.738373361,66055.53,34993
2.416685985,1078.291303,142.500692,12.01267388,91335.76,36260
6.73327535,854.2977548,114.997564,14.04748759,54349.75,671
6.549035393,1489.077486,232.62403,3.11231175,75042.1,41839
10.57197066,1649.312808,242.628057,8.284591121,91001.1,16546
3.379756569,905.1959227,202.443347,6.269792565,44426.28,4
8.959047529,684.6318529,124.993537,9.803905459,63284.16,32603
10.23679934,1662.533055,174.976769,8.571019738,14039.21,607
14.96503088,2436.57146,225.145743,10.00344746,12453.24,1067
23.79323993,2677.74041,275.133571,4.255224068,15934.12,7655
11.45675389,1779.309609,287.642733,11.2714618,48314.4,5981
11.04076215,1494.716409,177.65076,8.477982632,5511.77,655
7.425503428,1740.72604,220.114868,9.753145376,10701.11,16395
2.411712843,704.7552669,197.516854,14.57387887,10767.15,198
2.009542213,558.4710883,194.974431,13.13441554,13493.63,3473
9.068119482,1282.279049,175.133074,11.62771397,25071.58,2992
1.926789854,287.8189836,147.478341,6.114030983,368.5,2914
11.77389421,1129.529441,134.980139,12.76603868,27976.63,617
2.585228303,394.0148722,157.483594,6.348897952,56154.5,444
9.517703088,1302.230824,255.141716,16.10939031,62145.59,48969
9.532523799,970.4682919,137.439154,7.151598137,6517.94,17307
23.103996,2522.88913,235.159141,4.575363954,19090.03,25764
5.104873611,682.9871863,147.460067,13.42263904,13194.33,671
6.877942744,1537.109931,232.637807,3.559550725,63963.36,3064
21.17839683,1961.923965,137.439154,5.971214226,34447.89,25619
1.586331702,676.1747964,129.948316,7.287197615,36315.29,22547
3.778174405,929.2607767,242.632554,11.30031859,5009.07,545
11.58276897,1849.484087,187.609354,10.26519974,14202.72,398
11.62258922,1998.680227,232.652038,16.28075484,54779.76,217
20.78013031,1898.877878,159.980465,10.96553586,36453.31,32084
3.940297464,992.3501481,159.947583,10.93514898,11250.71,5148
11.38099891,994.6354785,137.487242,2.98020454,65951.35,2526
1.473304337,954.0290712,245.131966,17.05256354,15292.25,30097
12.75609778,1775.838153,117.439154,12.29165611,41879.1,703
6.253919786,1297.050577,209.993134,10.32744663,17080.57,7334
18.9537053,1746.405243,169.974105,9.22949351,68122.23,61045
9.640061615,1698.465833,197.470195,10.02758972,39468.79,117
5.201330266,665.4740915,137.516476,7.259022839,123763.12,29426
12.42120946,1886.153328,207.475448,10.97274944,84301.44,26659
8.134438503,958.6989908,160.00128,11.87042081,42469.81,12478
14.86764776,1446.203986,147.478341,9.531063533,75458.79,11294
5.548652108,774.6125757,127.488728,8.798065013,60345.9,3264
18.35541838,1939.811149,139.981577,15.27146446,76066.77,4926
7.62779591,1165.564309,220.132293,7.014445177,42755.27,473
4.439685675,750.8768234,214.952509,10.62019312,76874.25,20925
11.16903388,1292.3206,139.99789,10.04585562,41075.64,114
14.14101821,2335.130986,270.160419,10.88047174,63095.62,715
3.212400569,769.8534863,202.443347,9.975481565,82131.87,110
16.84928353,1729.837284,172.47417,7.248946018,28502.33,19869
3.834727471,649.3891796,137.468388,9.53003591,9450.84,13768
6.198230305,823.0046464,104.962874,6.592317798,44977.06,604
4.216732972,1107.882056,174.969934,8.124261532,13583.35,20731
4.355064781,683.8622599,139.99789,11.44655577,42093.64,666
4.030250374,1301.49424,144.988941,10.1755818,55398.87,729
9.915959247,1079.012505,114.997564,13.7362126,22362.59,19659
9.821728297,1283.463995,172.484753,13.93422217,40271.47,22569
9.183905417,987.653655,124.97808,3.405050602,56178.63,2019
8.892893007,1088.263081,174.991856,10.69284712,21053.35,1566
7.661226872,583.0259559,92.488023,10.11985468,75866.75,38579
12.4767812,1778.733282,139.965008,5.863179258,74061.48,3232
2.462148717,900.4043765,192.470522,13.357551,35102.93,566
14.09942339,1693.576099,220.118516,14.04061351,26391.1,659
7.272649386,1143.826239,232.622804,4.586902043,29982.49,1253
3.999030359,886.340074,210.156274,11.03563726,51154.34,23517
3.115945151,373.2772664,114.972827,11.32768159,37583.97,5886
13.67931764,1245.328696,149.977753,5.307097721,28654.87,24628
14.6728104,1564.936841,184.985293,8.993783986,119968.61,582
5.953547112,1354.401018,132.479779,11.05733159,11591.09,34669
11.74635394,1971.429689,190.12704,8.702618087,70174.11,1286
5.954024226,623.7865683,92.488023,7.045651851,8495.04,3032
22.8577804,3040.553763,220.114868,12.61411193,17191.02,312
1.407866545,864.7036995,107.495766,9.703658153,24732.09,15586
21.08265979,2042.113893,169.967067,8.220453321,27282.21,422
11.10356439,1973.661316,222.679213,8.816497541,40902.49,26381
9.734064703,1755.645123,200.132293,11.11756812,87568.16,396
12.21754865,1758.735654,262.610632,13.07119875,69327.78,4270
2.423722078,557.0118807,152.495236,12.10865222,5194.22,3098
13.66061487,2205.334092,202.636202,9.681031902,12951.51,20606
8.701581043,1451.201108,127.478341,10.49495185,11179.42,5978
4.844060027,609.0598401,159.983006,7.535866122,47288.09,340
6.485034974,1221.100604,124.960655,8.713443753,114398.35,926
1.14113241,745.0493094,252.62403,7.191637555,105646.73,1543
7.69213424,1220.452161,104.97808,12.2870805,42386.84,7256
13.73012915,1771.472597,204.961033,10.66015784,38864.57,683
5.690013293,1201.484293,245.145743,7.044096971,25215.22,6910
6.68894661,764.3017535,95.019486,12.14893118,9302.3,7496
9.475983046,1022.415622,169.937833,12.71107869,45225.74,641
4.893221514,1284.442486,207.475448,9.759360165,29976.15,2816
2.656915117,289.9240291,114.983787,2.816821044,13155.79,58
8.381515693,1718.600163,232.637807,9.617602049,14980.5,1277
14.53315436,2494.633068,225.131966,13.06640293,24017.57,11472
13.62832619,2270.749222,212.641455,8.669204519,26204.77,9762
1.281566108,567.6177123,152.495236,13.97477268,27978.78,617
3.365552603,380.0501404,134.950905,11.19861363,46622.3,307
5.397827503,1436.408211,200.132293,10.18921185,34419.26,8447
9.001231999,1852.503069,197.470195,9.518819692,8507.97,35345
10.9750814,1312.008382,192.456745,11.01996949,64420.19,41155
7.825845378,863.0820861,162.471255,14.91100172,122263.81,17007
14.12966281,1854.793303,222.660939,11.17971961,64446.9,115
14.66914461,1778.431765,114.950905,12.16826675,20647.83,1079
5.388165017,764.2419259,182.446995,17.39213562,23956.91,22924
2.810825808,307.018806,95.005709,12.02476736,56003.36,3241
2.485229169,1179.782483,172.456745,6.6769165,50150.81,23155
2.051069457,1040.034575,177.65076,11.78679636,4180.22,19324
6.10108047,1080.159892,207.638588,7.846521648,70023.28,34460
4.950398978,775.5613336,220.118516,5.670110512,40728.96,15900
10.16660427,1061.587971,137.468388,13.37036883,69248.13,2945
12.29558653,1334.403775,159.965008,9.826229752,65187.42,20450
24.8868126,2346.143947,182.465269,12.07226102,26005.77,892
9.660361769,1491.768656,129.977753,15.42491471,10423.75,14931
7.663625954,927.1279646,112.484375,8.601959705,28909.96,104
5.25445262,686.9354616,127.488728,8.787582345,28219.28,21997
13.59137366,1460.513443,162.471255,6.362190982,67319.27,5302
12.3492819,1942.250203,154.961766,9.507249087,71348.1,10237
18.37317391,1923.549943,194.976769,12.06831191,39231.99,19582
8.498042024,1239.802036,192.48852,5.600227586,28129.21,740
22.33583015,2499.186161,162.452604,13.15969677,69104.9,51767
1.541545443,302.3848209,107.48056,6.18537496,31282.78,2001
12.78453216,1865.48625,142.482694,9.089998883,65229.24,482
2.527681829,908.7910203,165.018175,11.21142669,15110.46,932
7.065506244,790.9469893,125.007314,5.868957217,66922.3,222
4.258552081,956.2636975,139.987503,2.657311067,1666.59,467
4.801969514,639.3261343,112.455141,13.75498892,50258.38,7079
5.204853319,1572.045646,212.622804,11.07079287,54373.35,32929
32.0730133,3099.922244,182.460772,10.74788638,33588.84,6923
11.16847385,1599.727567,159.947583,15.68552752,23629.05,19201
16.8000196,2188.672399,245.145743,10.08605721,91186.03,2080
17.6210362,1586.699491,149.977753,16.26782621,20204.74,5983
17.18829795,1828.279015,184.967019,4.946414499,37703.83,46064
17.52138221,1866.966586,92.455141,14.19610787,29117.32,32525
10.4103675,1718.555203,149.944668,15.83394061,52531.72,9562
3.310281145,556.2193844,167.456419,7.663279641,25742.72,883
2.993625911,1035.183038,197.516854,7.43893815,21072.82,53
16.26037537,1580.43019,152.488401,11.70582668,37774.81,1512
3.045064701,703.6927423,162.482694,13.60774223,20811.42,4813
15.35762157,1842.258692,262.610632,6.02604588,34474.39,11435
5.940902789,1167.271182,190.173699,8.273678516,81388.6,16177
5.988505209,1007.289786,187.513939,9.424686492,78272.96,170
7.138784756,1500.69101,212.641455,10.05990041,11655.88,31845
8.951793883,1404.773397,104.964303,12.69711858,37773.19,40
4.221959275,1342.310858,232.637807,10.3853182,40183.01,586
9.797427154,1250.94478,142.499263,10.48123205,37149.4,8303
10.90397471,1710.958869,277.63748,13.43076227,10331.57,924
1.665591776,169.3992798,112.455141,7.951590644,37096.85,758
8.611218573,1261.554565,220.118516,9.100502767,26004.59,723
1.28507969,794.9581116,139.951231,11.9086306,77291.95,39
1.379696124,713.364269,184.978458,5.304627269,24462.25,6250
3.084376591,952.5914921,210.138,12.07096717,75871.75,17
2.43754565,778.6094503,142.468917,7.336943024,28840.47,2550
3.288124191,627.0001275,160.00128,10.16142541,25299.48,512
32.30772134,2938.319116,127.481989,9.632814549,37631.4,599
13.46565415,1566.001524,162.452604,6.346778536,23014.69,6524
19.244458,1889.642423,172.457857,12.1986895,31300.68,723
8.69085131,1420.771651,255.155493,6.444558317,55840.35,4243
3.778575882,1254.725693,184.979684,11.7174619,9729.44,18731
10.27819073,1570.345219,175.006206,6.286550988,35891.67,955
4.156887945,500.4406927,112.455141,9.886595026,20801.9,2338
11.32083915,1563.848623,194.958118,7.972497589,112429.2,389
5.254442453,787.0962355,172.44408,11.10996233,33217.64,757
5.2551003,1119.610001,200.165175,9.301929385,45562.97,19073
6.417132666,1155.782468,127.460067,8.535578793,15380.9,23666
18.61278731,1995.346628,147.478341,9.083448287,100232.53,20
4.924623699,922.1362066,207.49737,9.581508542,57900.98,5287
6.325942162,717.6823944,169.937833,8.763218085,60476.86,5364
17.22220989,2223.835601,152.457857,12.72077056,26875.13,3424
3.238699239,1143.685617,162.460772,5.304635517,24447.03,19527
6.437878909,1537.296207,200.132293,11.18732698,14817.22,0
15.22323989,1614.544362,182.460772,11.6443975,6170.55,7699
7.484425045,758.8338668,124.97808,9.83612847,33620.38,1126
7.218752772,1317.766231,230.105118,9.202197695,86453.08,584
11.69875604,1189.578203,147.473844,6.187489206,31466.9,35100
10.03363969,1467.273158,142.482694,9.320914781,76984.15,17872
18.46162568,2192.693797,152.479779,6.697226378,43586.8,0
16.52138638,1568.47416,105.010962,16.41445271,13148.09,1003
13.83290937,1376.095043,114.965789,4.964218639,11612.88,169
5.02568958,811.5600648,184.978458,6.702458265,71215.87,1088
2.644787483,243.2617759,134.950905,8.623296005,18113.33,41863
2.522962069,676.6465414,182.490006,4.874661522,18895.18,2101
3.508974199,801.4709595,192.470522,4.924368526,48852.54,0
11.50651216,1316.145864,149.962093,9.173811061,6574.36,6349
10.96319721,1270.217581,95.019486,9.553427818,10342.14,40305
5.505247606,1339.709597,245.174977,6.007630739,23028.48,1691
14.16961729,1624.799349,169.944668,18.39537758,31843.16,618
10.27782059,1400.834009,207.49737,14.02031408,31920.88,22
3.364993591,1149.108155,245.145743,12.07594948,54961.9,655
9.307770559,1387.016004,127.478341,13.40034021,119964.79,39616
1.171557288,544.12326,182.467607,13.1215267,21897.41,88349
7.262579715,1803.917571,267.642733,10.4523599,72129.01,30781
17.06899012,1518.747945,104.992311,10.07963518,16368.02,4734
10.8600084,1932.20577,164.978458,5.763454353,59147.78,56959
16.48065356,1886.312286,240.114868,9.086330232,65900.37,0
10.85041661,1738.71901,124.960655,10.04912841,69369.36,8800
4.85576672,1060.026737,127.442069,8.431329813,23382.74,3873
1.715329149,250.9270047,169.992756,8.961461799,25886.2,417
21.71097206,1916.832871,169.992756,12.87091514,99519.26,221
3.470685398,573.9920618,179.979358,7.236546463,93039.69,10321
1.914386255,272.9823095,134.950905,7.048563699,37852.37,1601
